Datetime,Symbol,Adj Close,Close,High,Low,Open,Volume
2023-05-12 09:30:00,WSBCP,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0.0
2023-05-12 09:30:00,WSBF,13.449999809265137,13.449999809265137,13.449999809265137,13.3100004196167,13.3100004196167,0.0
2023-05-12 09:30:00,WSFS,30.389999389648438,30.389999389648438,30.389999389648438,30.239999771118164,30.299999237060547,0.0
2023-05-12 09:30:00,WTFC,61.20000076293945,61.20000076293945,61.400001525878906,61.20000076293945,61.369998931884766,0.0
2023-05-12 09:30:00,WTFCM,18.920000076293945,18.920000076293945,18.920000076293945,18.920000076293945,18.920000076293945,0.0
2023-05-12 09:30:00,WTFCP,20.549999237060547,20.549999237060547,20.549999237060547,20.549999237060547,20.549999237060547,0.0
2023-05-12 09:30:00,WTW,229.8699951171875,229.8699951171875,229.8699951171875,229.8699951171875,229.8699951171875,0.0
2023-05-12 09:30:00,WULF,1.559999942779541,1.559999942779541,1.590000033378601,1.559999942779541,1.590000033378601,72177.0
2023-05-12 09:30:00,XP,15.239999771118164,15.239999771118164,15.380000114440918,15.210000038146973,15.380000114440918,32309.0
2023-05-12 09:30:00,XPDB,10.329999923706055,10.329999923706055,10.329999923706055,10.329999923706055,10.329999923706055,0.0
2023-05-12 09:30:00,ZION,22.850000381469727,22.850000381469727,23.0,22.81999969482422,22.959999084472656,88708.0
2023-05-12 09:30:00,ZIONO,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,0.0
2023-05-12 09:31:00,WTFC,61.20500183105469,61.20500183105469,61.5,61.20500183105469,61.21009826660156,2504.0
2023-05-12 09:31:00,WULF,1.5499999523162842,1.5499999523162842,1.5608999729156494,1.5499999523162842,1.5608999729156494,30756.0
2023-05-12 09:31:00,XP,15.305000305175781,15.305000305175781,15.305000305175781,15.260000228881836,15.260000228881836,3356.0
2023-05-12 09:31:00,ZION,22.570199966430664,22.570199966430664,22.809999465942383,22.521900177001953,22.799999237060547,32886.0
2023-05-12 09:31:00,ZIONO,19.790000915527344,19.790000915527344,19.84000015258789,19.780000686645508,19.84000015258789,703.0
2023-05-12 09:32:00,WSFS,30.149999618530273,30.149999618530273,30.149999618530273,30.149999618530273,30.149999618530273,869.0
2023-05-12 09:32:00,WTW,230.6199951171875,230.6199951171875,230.6199951171875,230.5399932861328,230.5399932861328,1045.0
2023-05-12 09:32:00,WULF,1.5499999523162842,1.5499999523162842,1.559399962425232,1.5499999523162842,1.5499999523162842,21681.0
2023-05-12 09:32:00,XP,15.354999542236328,15.354999542236328,15.354999542236328,15.3100004196167,15.3100004196167,2635.0
2023-05-12 09:32:00,ZION,22.799999237060547,22.799999237060547,22.849899291992188,22.56999969482422,22.604999542236328,12194.0
2023-05-12 09:32:00,ZIONO,19.649999618530273,19.649999618530273,19.649999618530273,19.649999618530273,19.649999618530273,0.0
2023-05-12 09:33:00,WTW,229.72000122070312,229.72000122070312,229.97000122070312,229.44000244140625,229.97000122070312,1762.0
